province,confirmed,date
전남,0,2020-05-31
,,
전북,0,2020-05-31
,,
충남,0,2020-05-31
,,
충북,0,2020-05-31
,,
강원,0,2020-05-31
,,
경기,12,2020-05-31
,,
세종,0,2020-05-31
,,
울산,2,2020-05-31
,,
대전,1,2020-05-31
,,
광주,0,2020-05-31
,,
인천,3,2020-05-31
,,
대구,1,2020-05-31
,,
부산,1,2020-05-31
,,
서울,6,2020-05-31
,,
합계,27,2020-05-31
,,
검역,5,2020-05-30
,,
제주,0,2020-05-30
,,
경남,0,2020-05-30
,,
경북,0,2020-05-30
,,
전남,1,2020-05-30
,,
전북,0,2020-05-30
,,
충남,0,2020-05-30
,,
충북,0,2020-05-30
,,
강원,1,2020-05-30
,,
경기,13,2020-05-30
,,
세종,0,2020-05-30
,,
울산,0,2020-05-30
,,
대전,0,2020-05-30
,,
광주,2,2020-05-30
,,
인천,5,2020-05-30
,,
대구,2,2020-05-30
,,
부산,1,2020-05-30
,,
서울,9,2020-05-30
,,
합계,39,2020-05-30
,,
검역,0,2020-05-29
,,
제주,0,2020-05-29
,,
경남,0,2020-05-29
,,
경북,0,2020-05-29
,,
전남,0,2020-05-29
,,
전북,0,2020-05-29
,,
충남,0,2020-05-29
,,
충북,0,2020-05-29
,,
강원,0,2020-05-29
,,
경기,20,2020-05-29
,,
세종,0,2020-05-29
,,
울산,0,2020-05-29
,,
대전,0,2020-05-29
,,
광주,0,2020-05-29
,,
인천,18,2020-05-29
,,
대구,0,2020-05-29
,,
부산,0,2020-05-29
,,
서울,20,2020-05-29
,,
합계,58,2020-05-29
,,
검역,7,2020-05-28
,,
제주,0,2020-05-28
,,
경남,0,2020-05-28
,,
경북,1,2020-05-28
,,
전남,0,2020-05-28
,,
전북,0,2020-05-28
,,
충남,1,2020-05-28
,,
충북,0,2020-05-28
,,
강원,0,2020-05-28
,,
경기,21,2020-05-28
,,
세종,0,2020-05-28
,,
울산,0,2020-05-28
,,
대전,0,2020-05-28
,,
광주,0,2020-05-28
,,
인천,22,2020-05-28
,,
대구,2,2020-05-28
,,
부산,1,2020-05-28
,,
서울,24,2020-05-28
,,
합계,79,2020-05-28
,,
검역,1,2020-05-27
,,
제주,0,2020-05-27
,,
경남,0,2020-05-27
,,
경북,0,2020-05-27
,,
전남,0,2020-05-27
,,
전북,0,2020-05-27
,,
충남,0,2020-05-27
,,
충북,0,2020-05-27
,,
강원,0,2020-05-27
,,
경기,6,2020-05-27
,,
세종,0,2020-05-27
,,
울산,0,2020-05-27
,,
대전,0,2020-05-27
,,
광주,0,2020-05-27
,,
인천,11,2020-05-27
,,
대구,3,2020-05-27
,,
부산,0,2020-05-27
,,
서울,19,2020-05-27
,,
합계,40,2020-05-27
,,
검역,2,2020-05-26
,,
제주,0,2020-05-26
,,
경남,0,2020-05-26
,,
경북,1,2020-05-26
,,
전남,0,2020-05-26
,,
전북,0,2020-05-26
,,
충남,0,2020-05-26
,,
충북,1,2020-05-26
,,
강원,0,2020-05-26
,,
경기,2,2020-05-26
,,
세종,0,2020-05-26
,,
울산,0,2020-05-26
,,
대전,0,2020-05-26
,,
광주,0,2020-05-26
,,
인천,3,2020-05-26
,,
대구,1,2020-05-26
,,
부산,0,2020-05-26
,,
서울,9,2020-05-26
,,
합계,19,2020-05-26
,,
검역,1,2020-05-25
,,
제주,0,2020-05-25
,,
경남,0,2020-05-25
,,
경북,1,2020-05-25
,,
전남,0,2020-05-25
,,
전북,0,2020-05-25
,,
충남,0,2020-05-25
,,
충북,0,2020-05-25
,,
강원,0,2020-05-25
,,
경기,6,2020-05-25
,,
세종,0,2020-05-25
,,
울산,0,2020-05-25
,,
대전,0,2020-05-25
,,
광주,0,2020-05-25
,,
인천,1,2020-05-25
,,
대구,1,2020-05-25
,,
부산,0,2020-05-25
,,
서울,6,2020-05-25
,,
합계,16,2020-05-25
,,
검역,4,2020-05-24
,,
제주,0,2020-05-24
,,
경남,0,2020-05-24
,,
경북,6,2020-05-24
,,
전남,0,2020-05-24
,,
전북,0,2020-05-24
,,
충남,0,2020-05-24
,,
충북,0,2020-05-24
,,
강원,1,2020-05-24
,,
경기,6,2020-05-24
,,
세종,0,2020-05-24
,,
울산,0,2020-05-24
,,
대전,0,2020-05-24
,,
광주,0,2020-05-24
,,
인천,2,2020-05-24
,,
대구,0,2020-05-24
,,
부산,0,2020-05-24
,,
서울,6,2020-05-24
,,
합계,25,2020-05-24
,,
검역,3,2020-05-23
,,
제주,0,2020-05-23
,,
경남,1,2020-05-23
,,
경북,0,2020-05-23
,,
전남,0,2020-05-23
,,
전북,0,2020-05-23
,,
충남,0,2020-05-23
,,
충북,0,2020-05-23
,,
강원,0,2020-05-23
,,
경기,13,2020-05-23
,,
세종,0,2020-05-23
,,
울산,0,2020-05-23
,,
대전,1,2020-05-23
,,
광주,0,2020-05-23
,,
인천,0,2020-05-23
,,
대구,1,2020-05-23
,,
부산,0,2020-05-23
,,
서울,4,2020-05-23
,,
합계,23,2020-05-23
,,
검역,7,2020-05-22
,,
제주,0,2020-05-22
,,
경남,1,2020-05-22
,,
경북,2,2020-05-22
,,
전남,0,2020-05-22
,,
전북,0,2020-05-22
,,
충남,0,2020-05-22
,,
충북,0,2020-05-22
,,
강원,0,2020-05-22
,,
경기,6,2020-05-22
,,
세종,0,2020-05-22
,,
울산,1,2020-05-22
,,
대전,0,2020-05-22
,,
광주,0,2020-05-22
,,
인천,1,2020-05-22
,,
대구,0,2020-05-22
,,
부산,0,2020-05-22
,,
서울,2,2020-05-22
,,
합계,20,2020-05-22
,,
검역,1,2020-05-21
,,
제주,0,2020-05-21
,,
경남,0,2020-05-21
,,
경북,0,2020-05-21
,,
전남,0,2020-05-21
,,
전북,0,2020-05-21
,,
충남,1,2020-05-21
,,
충북,0,2020-05-21
,,
강원,0,2020-05-21
,,
경기,0,2020-05-21
,,
세종,0,2020-05-21
,,
울산,0,2020-05-21
,,
대전,0,2020-05-21
,,
광주,0,2020-05-21
,,
인천,6,2020-05-21
,,
대구,0,2020-05-21
,,
부산,0,2020-05-21
,,
서울,4,2020-05-21
,,
합계,12,2020-05-21
,,
검역,2,2020-05-20
,,
제주,0,2020-05-20
,,
경남,0,2020-05-20
,,
경북,0,2020-05-20
,,
전남,0,2020-05-20
,,
전북,1,2020-05-20
,,
충남,0,2020-05-20
,,
충북,0,2020-05-20
,,
강원,0,2020-05-20
,,
경기,10,2020-05-20
,,
세종,0,2020-05-20
,,
울산,0,2020-05-20
,,
대전,0,2020-05-20
,,
광주,0,2020-05-20
,,
인천,8,2020-05-20
,,
대구,1,2020-05-20
,,
부산,0,2020-05-20
,,
서울,10,2020-05-20
,,
합계,32,2020-05-20
,,
검역,0,2020-05-19
,,
제주,0,2020-05-19
,,
경남,0,2020-05-19
,,
경북,0,2020-05-19
,,
전남,0,2020-05-19
,,
전북,0,2020-05-19
,,
충남,0,2020-05-19
,,
충북,0,2020-05-19
,,
강원,0,2020-05-19
,,
경기,1,2020-05-19
,,
세종,0,2020-05-19
,,
울산,4,2020-05-19
,,
대전,0,2020-05-19
,,
광주,0,2020-05-19
,,
인천,2,2020-05-19
,,
대구,0,2020-05-19
,,
부산,0,2020-05-19
,,
서울,6,2020-05-19
,,
합계,13,2020-05-19
,,
검역,7,2020-05-18
,,
제주,0,2020-05-18
,,
경남,0,2020-05-18
,,
경북,0,2020-05-18
,,
전남,0,2020-05-18
,,
전북,0,2020-05-18
,,
충남,0,2020-05-18
,,
충북,3,2020-05-18
,,
강원,0,2020-05-18
,,
경기,3,2020-05-18
,,
세종,0,2020-05-18
,,
울산,0,2020-05-18
,,
대전,0,2020-05-18
,,
광주,0,2020-05-18
,,
인천,0,2020-05-18
,,
대구,1,2020-05-18
,,
부산,0,2020-05-18
,,
서울,1,2020-05-18
,,
합계,15,2020-05-18
,,
검역,4,2020-05-17
,,
제주,0,2020-05-17
,,
경남,2,2020-05-17
,,
경북,0,2020-05-17
,,
전남,0,2020-05-17
,,
전북,0,2020-05-17
,,
충남,0,2020-05-17
,,
충북,0,2020-05-17
,,
강원,0,2020-05-17
,,
경기,0,2020-05-17
,,
세종,0,2020-05-17
,,
울산,0,2020-05-17
,,
대전,1,2020-05-17
,,
광주,0,2020-05-17
,,
인천,0,2020-05-17
,,
대구,1,2020-05-17
,,
부산,0,2020-05-17
,,
서울,5,2020-05-17
,,
합계,13,2020-05-17
,,
검역,8,2020-05-16
,,
제주,0,2020-05-16
,,
경남,0,2020-05-16
,,
경북,0,2020-05-16
,,
전남,0,2020-05-16
,,
전북,0,2020-05-16
,,
충남,0,2020-05-16
,,
충북,1,2020-05-16
,,
강원,0,2020-05-16
,,
경기,4,2020-05-16
,,
세종,0,2020-05-16
,,
울산,0,2020-05-16
,,
대전,0,2020-05-16
,,
광주,0,2020-05-16
,,
인천,0,2020-05-16
,,
대구,1,2020-05-16
,,
부산,0,2020-05-16
,,
서울,5,2020-05-16
,,
합계,19,2020-05-16
,,
검역,1,2020-05-15
,,
제주,0,2020-05-15
,,
경남,0,2020-05-15
,,
경북,0,2020-05-15
,,
전남,1,2020-05-15
,,
전북,0,2020-05-15
,,
충남,0,2020-05-15
,,
충북,0,2020-05-15
,,
강원,0,2020-05-15
,,
경기,3,2020-05-15
,,
세종,0,2020-05-15
,,
울산,0,2020-05-15
,,
대전,0,2020-05-15
,,
광주,0,2020-05-15
,,
인천,5,2020-05-15
,,
대구,3,2020-05-15
,,
부산,0,2020-05-15
,,
서울,14,2020-05-15
,,
합계,27,2020-05-15
,,
검역,0,2020-05-14
,,
제주,0,2020-05-14
,,
경남,0,2020-05-14
,,
경북,1,2020-05-14
,,
전남,1,2020-05-14
,,
전북,0,2020-05-14
,,
충남,1,2020-05-14
,,
충북,3,2020-05-14
,,
강원,1,2020-05-14
,,
경기,6,2020-05-14
,,
세종,0,2020-05-14
,,
울산,0,2020-05-14
,,
대전,0,2020-05-14
,,
광주,0,2020-05-14
,,
인천,12,2020-05-14
,,
대구,0,2020-05-14
,,
부산,0,2020-05-14
,,
서울,4,2020-05-14
,,
합계,29,2020-05-14
,,
검역,1,2020-05-13
,,
제주,0,2020-05-13
,,
경남,1,2020-05-13
,,
경북,0,2020-05-13
,,
전남,0,2020-05-13
,,
전북,1,2020-05-13
,,
충남,0,2020-05-13
,,
충북,0,2020-05-13
,,
강원,0,2020-05-13
,,
경기,2,2020-05-13
,,
세종,0,2020-05-13
,,
울산,1,2020-05-13
,,
대전,0,2020-05-13
,,
광주,0,2020-05-13
,,
인천,2,2020-05-13
,,
대구,3,2020-05-13
,,
부산,3,2020-05-13
,,
서울,12,2020-05-13
,,
합계,26,2020-05-13
,,
검역,1,2020-05-12
,,
제주,0,2020-05-12
,,
경남,1,2020-05-12
,,
경북,1,2020-05-12
,,
전남,0,2020-05-12
,,
전북,0,2020-05-12
,,
충남,0,2020-05-12
,,
충북,0,2020-05-12
,,
강원,0,2020-05-12
,,
경기,8,2020-05-12
,,
세종,0,2020-05-12
,,
울산,0,2020-05-12
,,
대전,2,2020-05-12
,,
광주,0,2020-05-12
,,
인천,1,2020-05-12
,,
대구,1,2020-05-12
,,
부산,0,2020-05-12
,,
서울,12,2020-05-12
,,
합계,27,2020-05-12
,,
검역,3,2020-05-11
,,
제주,0,2020-05-11
,,
경남,0,2020-05-11
,,
경북,0,2020-05-11
,,
전남,0,2020-05-11
,,
전북,0,2020-05-11
,,
충남,0,2020-05-11
,,
충북,3,2020-05-11
,,
강원,1,2020-05-11
,,
경기,4,2020-05-11
,,
세종,1,2020-05-11
,,
울산,0,2020-05-11
,,
대전,0,2020-05-11
,,
광주,0,2020-05-11
,,
인천,3,2020-05-11
,,
대구,0,2020-05-11
,,
부산,0,2020-05-11
,,
서울,20,2020-05-11
,,
합계,35,2020-05-11
,,
검역,6,2020-05-10
,,
제주,1,2020-05-10
,,
경남,0,2020-05-10
,,
경북,0,2020-05-10
,,
전남,0,2020-05-10
,,
전북,0,2020-05-10
,,
충남,0,2020-05-10
,,
충북,2,2020-05-10
,,
강원,0,2020-05-10
,,
경기,6,2020-05-10
,,
세종,0,2020-05-10
,,
울산,0,2020-05-10
,,
대전,0,2020-05-10
,,
광주,0,2020-05-10
,,
인천,3,2020-05-10
,,
대구,2,2020-05-10
,,
부산,0,2020-05-10
,,
서울,14,2020-05-10
,,
합계,34,2020-05-10
,,
검역,0,2020-05-09
,,
제주,0,2020-05-09
,,
경남,0,2020-05-09
,,
경북,0,2020-05-09
,,
전남,0,2020-05-09
,,
전북,0,2020-05-09
,,
충남,0,2020-05-09
,,
충북,0,2020-05-09
,,
강원,0,2020-05-09
,,
경기,4,2020-05-09
,,
세종,0,2020-05-09
,,
울산,0,2020-05-09
,,
대전,0,2020-05-09
,,
광주,0,2020-05-09
,,
인천,1,2020-05-09
,,
대구,0,2020-05-09
,,
부산,1,2020-05-09
,,
서울,12,2020-05-09
,,
합계,18,2020-05-09
,,
검역,3,2020-05-08
,,
제주,0,2020-05-08
,,
경남,0,2020-05-08
,,
경북,0,2020-05-08
,,
전남,0,2020-05-08
,,
전북,1,2020-05-08
,,
충남,0,2020-05-08
,,
충북,1,2020-05-08
,,
강원,0,2020-05-08
,,
경기,2,2020-05-08
,,
세종,0,2020-05-08
,,
울산,0,2020-05-08
,,
대전,0,2020-05-08
,,
광주,0,2020-05-08
,,
인천,0,2020-05-08
,,
대구,3,2020-05-08
,,
부산,2,2020-05-08
,,
서울,0,2020-05-08
,,
합계,12,2020-05-08
,,
검역,1,2020-05-07
,,
제주,0,2020-05-07
,,
경남,0,2020-05-07
,,
경북,0,2020-05-07
,,
전남,0,2020-05-07
,,
전북,0,2020-05-07
,,
충남,0,2020-05-07
,,
충북,1,2020-05-07
,,
강원,0,2020-05-07
,,
경기,1,2020-05-07
,,
세종,0,2020-05-07
,,
울산,0,2020-05-07
,,
대전,1,2020-05-07
,,
광주,0,2020-05-07
,,
인천,0,2020-05-07
,,
대구,0,2020-05-07
,,
부산,0,2020-05-07
,,
서울,0,2020-05-07
,,
합계,4,2020-05-07
,,
검역,2,2020-05-06
,,
제주,0,2020-05-06
,,
경남,0,2020-05-06
,,
경북,0,2020-05-06
,,
전남,0,2020-05-06
,,
전북,0,2020-05-06
,,
충남,0,2020-05-06
,,
충북,0,2020-05-06
,,
강원,0,2020-05-06
,,
경기,0,2020-05-06
,,
세종,0,2020-05-06
,,
울산,0,2020-05-06
,,
대전,0,2020-05-06
,,
광주,0,2020-05-06
,,
인천,0,2020-05-06
,,
대구,0,2020-05-06
,,
부산,0,2020-05-06
,,
서울,0,2020-05-06
,,
합계,2,2020-05-06
,,
검역,2,2020-05-05
,,
제주,0,2020-05-05
,,
경남,0,2020-05-05
,,
경북,0,2020-05-05
,,
전남,0,2020-05-05
,,
전북,0,2020-05-05
,,
충남,0,2020-05-05
,,
충북,0,2020-05-05
,,
강원,0,2020-05-05
,,
경기,0,2020-05-05
,,
세종,0,2020-05-05
,,
울산,0,2020-05-05
,,
대전,0,2020-05-05
,,
광주,0,2020-05-05
,,
인천,1,2020-05-05
,,
대구,0,2020-05-05
,,
부산,0,2020-05-05
,,
서울,0,2020-05-05
,,
합계,3,2020-05-05
,,
검역,4,2020-05-04
,,
제주,0,2020-05-04
,,
경남,0,2020-05-04
,,
경북,0,2020-05-04
,,
전남,1,2020-05-04
,,
전북,0,2020-05-04
,,
충남,0,2020-05-04
,,
충북,0,2020-05-04
,,
강원,0,2020-05-04
,,
경기,1,2020-05-04
,,
세종,0,2020-05-04
,,
울산,1,2020-05-04
,,
대전,0,2020-05-04
,,
광주,0,2020-05-04
,,
인천,1,2020-05-04
,,
대구,0,2020-05-04
,,
부산,0,2020-05-04
,,
서울,0,2020-05-04
,,
합계,8,2020-05-04
,,
검역,5,2020-05-03
,,
제주,0,2020-05-03
,,
경남,0,2020-05-03
,,
경북,0,2020-05-03
,,
전남,0,2020-05-03
,,
전북,0,2020-05-03
,,
충남,0,2020-05-03
,,
충북,0,2020-05-03
,,
강원,0,2020-05-03
,,
경기,2,2020-05-03
,,
세종,0,2020-05-03
,,
울산,0,2020-05-03
,,
대전,0,2020-05-03
,,
광주,0,2020-05-03
,,
인천,0,2020-05-03
,,
대구,4,2020-05-03
,,
부산,0,2020-05-03
,,
서울,2,2020-05-03
,,
합계,13,2020-05-03
,,
검역,3,2020-05-02
,,
제주,0,2020-05-02
,,
경남,0,2020-05-02
,,
경북,0,2020-05-02
,,
전남,0,2020-05-02
,,
전북,0,2020-05-02
,,
충남,0,2020-05-02
,,
충북,0,2020-05-02
,,
강원,0,2020-05-02
,,
경기,0,2020-05-02
,,
세종,0,2020-05-02
,,
울산,0,2020-05-02
,,
대전,0,2020-05-02
,,
광주,0,2020-05-02
,,
인천,1,2020-05-02
,,
대구,0,2020-05-02
,,
부산,1,2020-05-02
,,
서울,1,2020-05-02
,,
합계,6,2020-05-02
,,
검역,4,2020-05-01
,,
제주,0,2020-05-01
,,
경남,0,2020-05-01
,,
경북,1,2020-05-01
,,
전남,0,2020-05-01
,,
전북,0,2020-05-01
,,
충남,0,2020-05-01
,,
충북,0,2020-05-01
,,
강원,0,2020-05-01
,,
경기,2,2020-05-01
,,
세종,0,2020-05-01
,,
울산,0,2020-05-01
,,
대전,0,2020-05-01
,,
광주,0,2020-05-01
,,
인천,1,2020-05-01
,,
대구,0,2020-05-01
,,
부산,0,2020-05-01
,,
서울,1,2020-05-01
,,
합계,9,2020-05-01
,,
검역,4,2020-04-30
,,
제주,0,2020-04-30
,,
경남,0,2020-04-30
,,
경북,0,2020-04-30
,,
전남,0,2020-04-30
,,
전북,0,2020-04-30
,,
충남,0,2020-04-30
,,
충북,0,2020-04-30
,,
강원,0,2020-04-30
,,
경기,0,2020-04-30
,,
세종,0,2020-04-30
,,
울산,0,2020-04-30
,,
대전,0,2020-04-30
,,
광주,0,2020-04-30
,,
인천,0,2020-04-30
,,
대구,0,2020-04-30
,,
부산,0,2020-04-30
,,
서울,0,2020-04-30
,,
합계,4,2020-04-30
,,
검역,3,2020-04-29
,,
제주,0,2020-04-29
,,
경남,0,2020-04-29
,,
경북,0,2020-04-29
,,
전남,0,2020-04-29
,,
전북,0,2020-04-29
,,
충남,1,2020-04-29
,,
충북,0,2020-04-29
,,
강원,0,2020-04-29
,,
경기,2,2020-04-29
,,
세종,0,2020-04-29
,,
울산,0,2020-04-29
,,
대전,0,2020-04-29
,,
광주,0,2020-04-29
,,
인천,0,2020-04-29
,,
대구,3,2020-04-29
,,
부산,0,2020-04-29
,,
서울,0,2020-04-29
,,
합계,9,2020-04-29
,,
검역,3,2020-04-28
,,
제주,0,2020-04-28
,,
경남,0,2020-04-28
,,
경북,1,2020-04-28
,,
전남,0,2020-04-28
,,
전북,0,2020-04-28
,,
충남,0,2020-04-28
,,
충북,0,2020-04-28
,,
강원,0,2020-04-28
,,
경기,3,2020-04-28
,,
세종,0,2020-04-28
,,
울산,0,2020-04-28
,,
대전,0,2020-04-28
,,
광주,0,2020-04-28
,,
인천,1,2020-04-28
,,
대구,2,2020-04-28
,,
부산,0,2020-04-28
,,
서울,4,2020-04-28
,,
합계,14,2020-04-28
,,
검역,5,2020-04-27
,,
제주,0,2020-04-27
,,
경남,0,2020-04-27
,,
경북,0,2020-04-27
,,
전남,0,2020-04-27
,,
전북,0,2020-04-27
,,
충남,1,2020-04-27
,,
충북,0,2020-04-27
,,
강원,0,2020-04-27
,,
경기,3,2020-04-27
,,
세종,0,2020-04-27
,,
울산,0,2020-04-27
,,
대전,0,2020-04-27
,,
광주,0,2020-04-27
,,
인천,0,2020-04-27
,,
대구,1,2020-04-27
,,
부산,0,2020-04-27
,,
서울,0,2020-04-27
,,
합계,10,2020-04-27
,,
검역,1,2020-04-26
,,
제주,0,2020-04-26
,,
경남,0,2020-04-26
,,
경북,0,2020-04-26
,,
전남,0,2020-04-26
,,
전북,1,2020-04-26
,,
충남,0,2020-04-26
,,
충북,0,2020-04-26
,,
강원,0,2020-04-26
,,
경기,6,2020-04-26
,,
세종,0,2020-04-26
,,
울산,0,2020-04-26
,,
대전,0,2020-04-26
,,
광주,0,2020-04-26
,,
인천,0,2020-04-26
,,
대구,1,2020-04-26
,,
부산,1,2020-04-26
,,
서울,0,2020-04-26
,,
합계,10,2020-04-26
,,
검역,4,2020-04-25
,,
제주,0,2020-04-25
,,
경남,0,2020-04-25
,,
경북,0,2020-04-25
,,
전남,0,2020-04-25
,,
전북,0,2020-04-25
,,
충남,0,2020-04-25
,,
충북,0,2020-04-25
,,
강원,0,2020-04-25
,,
경기,2,2020-04-25
,,
세종,0,2020-04-25
,,
울산,0,2020-04-25
,,
대전,0,2020-04-25
,,
광주,0,2020-04-25
,,
인천,0,2020-04-25
,,
대구,3,2020-04-25
,,
부산,0,2020-04-25
,,
서울,1,2020-04-25
,,
합계,10,2020-04-25
,,
검역,1,2020-04-24
,,
제주,0,2020-04-24
,,
경남,0,2020-04-24
,,
경북,1,2020-04-24
,,
전남,0,2020-04-24
,,
전북,0,2020-04-24
,,
충남,0,2020-04-24
,,
충북,0,2020-04-24
,,
강원,0,2020-04-24
,,
경기,1,2020-04-24
,,
세종,0,2020-04-24
,,
울산,0,2020-04-24
,,
대전,0,2020-04-24
,,
광주,0,2020-04-24
,,
인천,0,2020-04-24
,,
대구,2,2020-04-24
,,
부산,1,2020-04-24
,,
서울,0,2020-04-24
,,
합계,6,2020-04-24
,,
검역,2,2020-04-23
,,
제주,0,2020-04-23
,,
경남,0,2020-04-23
,,
경북,0,2020-04-23
,,
전남,0,2020-04-23
,,
전북,0,2020-04-23
,,
충남,0,2020-04-23
,,
충북,0,2020-04-23
,,
강원,0,2020-04-23
,,
경기,1,2020-04-23
,,
세종,0,2020-04-23
,,
울산,0,2020-04-23
,,
대전,0,2020-04-23
,,
광주,0,2020-04-23
,,
인천,0,2020-04-23
,,
대구,4,2020-04-23
,,
부산,1,2020-04-23
,,
서울,0,2020-04-23
,,
합계,8,2020-04-23
,,
검역,2,2020-04-22
,,
제주,0,2020-04-22
,,
경남,1,2020-04-22
,,
경북,2,2020-04-22
,,
전남,0,2020-04-22
,,
전북,0,2020-04-22
,,
충남,0,2020-04-22
,,
충북,0,2020-04-22
,,
강원,0,2020-04-22
,,
경기,0,2020-04-22
,,
세종,0,2020-04-22
,,
울산,0,2020-04-22
,,
대전,1,2020-04-22
,,
광주,0,2020-04-22
,,
인천,0,2020-04-22
,,
대구,1,2020-04-22
,,
부산,2,2020-04-22
,,
서울,2,2020-04-22
,,
합계,11,2020-04-22
,,
검역,3,2020-04-21
,,
제주,0,2020-04-21
,,
경남,0,2020-04-21
,,
경북,0,2020-04-21
,,
전남,0,2020-04-21
,,
전북,0,2020-04-21
,,
충남,0,2020-04-21
,,
충북,0,2020-04-21
,,
강원,0,2020-04-21
,,
경기,2,2020-04-21
,,
세종,0,2020-04-21
,,
울산,0,2020-04-21
,,
대전,0,2020-04-21
,,
광주,0,2020-04-21
,,
인천,0,2020-04-21
,,
대구,2,2020-04-21
,,
부산,0,2020-04-21
,,
서울,2,2020-04-21
,,
합계,9,2020-04-21
,,
검역,4,2020-04-20
,,
제주,0,2020-04-20
,,
경남,0,2020-04-20
,,
경북,2,2020-04-20
,,
전남,0,2020-04-20
,,
전북,0,2020-04-20
,,
충남,0,2020-04-20
,,
충북,0,2020-04-20
,,
강원,0,2020-04-20
,,
경기,2,2020-04-20
,,
세종,0,2020-04-20
,,
울산,1,2020-04-20
,,
대전,0,2020-04-20
,,
광주,0,2020-04-20
,,
인천,1,2020-04-20
,,
대구,1,2020-04-20
,,
부산,2,2020-04-20
,,
서울,0,2020-04-20
,,
합계,13,2020-04-20
,,
검역,2,2020-04-19
,,
제주,0,2020-04-19
,,
경남,0,2020-04-19
,,
경북,1,2020-04-19
,,
전남,0,2020-04-19
,,
전북,0,2020-04-19
,,
충남,0,2020-04-19
,,
충북,0,2020-04-19
,,
강원,0,2020-04-19
,,
경기,0,2020-04-19
,,
세종,0,2020-04-19
,,
울산,0,2020-04-19
,,
대전,0,2020-04-19
,,
광주,0,2020-04-19
,,
인천,1,2020-04-19
,,
대구,2,2020-04-19
,,
부산,0,2020-04-19
,,
서울,2,2020-04-19
,,
합계,8,2020-04-19
,,
검역,4,2020-04-18
,,
제주,0,2020-04-18
,,
경남,1,2020-04-18
,,
경북,2,2020-04-18
,,
전남,0,2020-04-18
,,
전북,0,2020-04-18
,,
충남,2,2020-04-18
,,
충북,0,2020-04-18
,,
강원,1,2020-04-18
,,
경기,4,2020-04-18
,,
세종,0,2020-04-18
,,
울산,0,2020-04-18
,,
대전,-1,2020-04-18
,,
광주,0,2020-04-18
,,
인천,1,2020-04-18
,,
대구,3,2020-04-18
,,
부산,0,2020-04-18
,,
서울,1,2020-04-18
,,
합계,18,2020-04-18
,,
검역,11,2020-04-17
,,
제주,0,2020-04-17
,,
경남,0,2020-04-17
,,
경북,4,2020-04-17
,,
전남,0,2020-04-17
,,
전북,0,2020-04-17
,,
충남,0,2020-04-17
,,
충북,0,2020-04-17
,,
강원,0,2020-04-17
,,
경기,1,2020-04-17
,,
세종,0,2020-04-17
,,
울산,0,2020-04-17
,,
대전,1,2020-04-17
,,
광주,2,2020-04-17
,,
인천,1,2020-04-17
,,
대구,0,2020-04-17
,,
부산,0,2020-04-17
,,
서울,2,2020-04-17
,,
합계,22,2020-04-17
,,
검역,4,2020-04-16
,,
제주,0,2020-04-16
,,
경남,0,2020-04-16
,,
경북,4,2020-04-16
,,
전남,0,2020-04-16
,,
전북,0,2020-04-16
,,
충남,0,2020-04-16
,,
충북,0,2020-04-16
,,
강원,1,2020-04-16
,,
경기,4,2020-04-16
,,
세종,0,2020-04-16
,,
울산,0,2020-04-16
,,
대전,0,2020-04-16
,,
광주,0,2020-04-16
,,
인천,0,2020-04-16
,,
대구,4,2020-04-16
,,
부산,3,2020-04-16
,,
서울,2,2020-04-16
,,
합계,22,2020-04-16
,,
검역,4,2020-04-16
,,
제주,0,2020-04-16
,,
경남,0,2020-04-16
,,
경북,4,2020-04-16
,,
전남,0,2020-04-16
,,
전북,0,2020-04-16
,,
충남,0,2020-04-16
,,
충북,0,2020-04-16
,,
강원,1,2020-04-16
,,
경기,4,2020-04-16
,,
세종,0,2020-04-16
,,
울산,0,2020-04-16
,,
대전,0,2020-04-16
,,
광주,0,2020-04-16
,,
인천,0,2020-04-16
,,
대구,4,2020-04-16
,,
부산,3,2020-04-16
,,
서울,2,2020-04-16
,,
합계,22,2020-04-16
,,
검역,4,2020-04-15
,,
제주,1,2020-04-15
,,
경남,0,2020-04-15
,,
경북,6,2020-04-15
,,
전남,0,2020-04-15
,,
전북,0,2020-04-15
,,
충남,0,2020-04-15
,,
충북,0,2020-04-15
,,
강원,2,2020-04-15
,,
경기,6,2020-04-15
,,
세종,0,2020-04-15
,,
울산,0,2020-04-15
,,
대전,0,2020-04-15
,,
광주,1,2020-04-15
,,
인천,0,2020-04-15
,,
대구,1,2020-04-15
,,
부산,1,2020-04-15
,,
서울,5,2020-04-15
,,
합계,27,2020-04-15
,,
검역,7,2020-04-14
,,
제주,0,2020-04-14
,,
경남,0,2020-04-14
,,
경북,5,2020-04-14
,,
전남,0,2020-04-14
,,
전북,0,2020-04-14
,,
충남,0,2020-04-14
,,
충북,0,2020-04-14
,,
강원,0,2020-04-14
,,
경기,8,2020-04-14
,,
세종,0,2020-04-14
,,
울산,1,2020-04-14
,,
대전,0,2020-04-14
,,
광주,0,2020-04-14
,,
인천,1,2020-04-14
,,
대구,3,2020-04-14
,,
부산,0,2020-04-14
,,
서울,2,2020-04-14
,,
합계,27,2020-04-14
,,
검역,6,2020-04-13
,,
제주,0,2020-04-13
,,
경남,0,2020-04-13
,,
경북,4,2020-04-13
,,
전남,0,2020-04-13
,,
