province,confirmed,date
부산,1,2020년 07월 26일 00시
서울,7,2020년 07월 26일 00시
합계,58,2020년 07월 26일 00시
검역,81,2020년 07월 25일 00시
제주,0,2020년 07월 25일 00시
경남,0,2020년 07월 25일 00시
경북,0,2020년 07월 25일 00시
전남,1,2020년 07월 25일 00시
전북,0,2020년 07월 25일 00시
충남,0,2020년 07월 25일 00시
충북,0,2020년 07월 25일 00시
강원,0,2020년 07월 25일 00시
경기,14,2020년 07월 25일 00시
세종,0,2020년 07월 25일 00시
울산,1,2020년 07월 25일 00시
대전,0,2020년 07월 25일 00시
광주,0,2020년 07월 25일 00시
인천,0,2020년 07월 25일 00시
대구,0,2020년 07월 25일 00시
부산,5,2020년 07월 25일 00시
서울,11,2020년 07월 25일 00시
합계,113,2020년 07월 25일 00시
검역,3,2020년 07월 24일 00시
제주,0,2020년 07월 24일 00시
경남,2,2020년 07월 24일 00시
경북,1,2020년 07월 24일 00시
전남,0,2020년 07월 24일 00시
전북,0,2020년 07월 24일 00시
충남,0,2020년 07월 24일 00시
충북,0,2020년 07월 24일 00시
강원,0,2020년 07월 24일 00시
경기,8,2020년 07월 24일 00시
세종,0,2020년 07월 24일 00시
울산,0,2020년 07월 24일 00시
대전,0,2020년 07월 24일 00시
광주,2,2020년 07월 24일 00시
인천,0,2020년 07월 24일 00시
대구,2,2020년 07월 24일 00시
부산,2,2020년 07월 24일 00시
서울,21,2020년 07월 24일 00시
합계,41,2020년 07월 24일 00시
검역,5,2020년 07월 23일 00시
제주,0,2020년 07월 23일 00시
경남,0,2020년 07월 23일 00시
경북,0,2020년 07월 23일 00시
전남,0,2020년 07월 23일 00시
전북,0,2020년 07월 23일 00시
충남,0,2020년 07월 23일 00시
충북,0,2020년 07월 23일 00시
강원,0,2020년 07월 23일 00시
경기,28,2020년 07월 23일 00시
세종,0,2020년 07월 23일 00시
울산,0,2020년 07월 23일 00시
대전,0,2020년 07월 23일 00시
광주,9,2020년 07월 23일 00시
인천,3,2020년 07월 23일 00시
대구,0,2020년 07월 23일 00시
부산,2,2020년 07월 23일 00시
서울,12,2020년 07월 23일 00시
합계,59,2020년 07월 23일 00시
검역,19,2020년 07월 22일 00시
제주,0,2020년 07월 22일 00시
경남,1,2020년 07월 22일 00시
경북,0,2020년 07월 22일 00시
전남,0,2020년 07월 22일 00시
전북,0,2020년 07월 22일 00시
충남,1,2020년 07월 22일 00시
충북,1,2020년 07월 22일 00시
강원,0,2020년 07월 22일 00시
경기,15,2020년 07월 22일 00시
세종,0,2020년 07월 22일 00시
울산,0,2020년 07월 22일 00시
대전,0,2020년 07월 22일 00시
광주,4,2020년 07월 22일 00시
인천,5,2020년 07월 22일 00시
대구,1,2020년 07월 22일 00시
부산,0,2020년 07월 22일 00시
서울,16,2020년 07월 22일 00시
합계,63,2020년 07월 22일 00시
검역,18,2020년 07월 21일 00시
제주,1,2020년 07월 21일 00시
경남,0,2020년 07월 21일 00시
경북,1,2020년 07월 21일 00시
전남,0,2020년 07월 21일 00시
전북,0,2020년 07월 21일 00시
충남,0,2020년 07월 21일 00시
충북,0,2020년 07월 21일 00시
강원,0,2020년 07월 21일 00시
경기,2,2020년 07월 21일 00시
세종,0,2020년 07월 21일 00시
울산,0,2020년 07월 21일 00시
대전,0,2020년 07월 21일 00시
광주,0,2020년 07월 21일 00시
인천,0,2020년 07월 21일 00시
대구,2,2020년 07월 21일 00시
부산,0,2020년 07월 21일 00시
서울,21,2020년 07월 21일 00시
합계,45,2020년 07월 21일 00시
검역,10,2020년 07월 20일 00시
제주,0,2020년 07월 20일 00시
경남,2,2020년 07월 20일 00시
경북,1,2020년 07월 20일 00시
전남,2,2020년 07월 20일 00시
전북,1,2020년 07월 20일 00시
충남,1,2020년 07월 20일 00시
충북,0,2020년 07월 20일 00시
강원,0,2020년 07월 20일 00시
경기,1,2020년 07월 20일 00시
세종,0,2020년 07월 20일 00시
울산,0,2020년 07월 20일 00시
대전,0,2020년 07월 20일 00시
광주,1,2020년 07월 20일 00시
인천,2,2020년 07월 20일 00시
대구,2,2020년 07월 20일 00시
부산,0,2020년 07월 20일 00시
서울,3,2020년 07월 20일 00시
합계,26,2020년 07월 20일 00시
검역,7,2020년 07월 19일 00시
제주,1,2020년 07월 19일 00시
경남,0,2020년 07월 19일 00시
경북,0,2020년 07월 19일 00시
전남,0,2020년 07월 19일 00시
전북,0,2020년 07월 19일 00시
충남,0,2020년 07월 19일 00시
충북,0,2020년 07월 19일 00시
강원,0,2020년 07월 19일 00시
경기,4,2020년 07월 19일 00시
세종,0,2020년 07월 19일 00시
울산,0,2020년 07월 19일 00시
대전,1,2020년 07월 19일 00시
광주,10,2020년 07월 19일 00시
인천,1,2020년 07월 19일 00시
대구,0,2020년 07월 19일 00시
부산,0,2020년 07월 19일 00시
서울,10,2020년 07월 19일 00시
합계,34,2020년 07월 19일 00시
검역,12,2020년 07월 18일 00시
제주,1,2020년 07월 18일 00시
경남,2,2020년 07월 18일 00시
경북,0,2020년 07월 18일 00시
전남,1,2020년 07월 18일 00시
전북,0,2020년 07월 18일 00시
충남,0,2020년 07월 18일 00시
충북,0,2020년 07월 18일 00시
강원,0,2020년 07월 18일 00시
경기,10,2020년 07월 18일 00시
세종,0,2020년 07월 18일 00시
울산,1,2020년 07월 18일 00시
대전,0,2020년 07월 18일 00시
광주,0,2020년 07월 18일 00시
인천,2,2020년 07월 18일 00시
대구,3,2020년 07월 18일 00시
부산,1,2020년 07월 18일 00시
서울,6,2020년 07월 18일 00시
합계,39,2020년 07월 18일 00시
검역,25,2020년 07월 17일 00시
제주,3,2020년 07월 17일 00시
경남,2,2020년 07월 17일 00시
경북,0,2020년 07월 17일 00시
전남,0,2020년 07월 17일 00시
전북,0,2020년 07월 17일 00시
충남,0,2020년 07월 17일 00시
충북,0,2020년 07월 17일 00시
강원,0,2020년 07월 17일 00시
경기,15,2020년 07월 17일 00시
세종,0,2020년 07월 17일 00시
울산,0,2020년 07월 17일 00시
대전,1,2020년 07월 17일 00시
광주,5,2020년 07월 17일 00시
인천,0,2020년 07월 17일 00시
대구,0,2020년 07월 17일 00시
부산,0,2020년 07월 17일 00시
서울,9,2020년 07월 17일 00시
합계,60,2020년 07월 17일 00시
검역,20,2020년 07월 16일 00시
제주,0,2020년 07월 16일 00시
경남,1,2020년 07월 16일 00시
경북,0,2020년 07월 16일 00시
전남,0,2020년 07월 16일 00시
전북,0,2020년 07월 16일 00시
충남,0,2020년 07월 16일 00시
충북,1,2020년 07월 16일 00시
강원,3,2020년 07월 16일 00시
경기,21,2020년 07월 16일 00시
세종,0,2020년 07월 16일 00시
울산,1,2020년 07월 16일 00시
대전,1,2020년 07월 16일 00시
광주,1,2020년 07월 16일 00시
인천,3,2020년 07월 16일 00시
대구,2,2020년 07월 16일 00시
부산,0,2020년 07월 16일 00시
서울,7,2020년 07월 16일 00시
합계,61,2020년 07월 16일 00시
검역,23,2020년 07월 15일 00시
제주,0,2020년 07월 15일 00시
경남,0,2020년 07월 15일 00시
경북,0,2020년 07월 15일 00시
전남,0,2020년 07월 15일 00시
전북,0,2020년 07월 15일 00시
충남,0,2020년 07월 15일 00시
충북,0,2020년 07월 15일 00시
강원,0,2020년 07월 15일 00시
경기,5,2020년 07월 15일 00시
세종,0,2020년 07월 15일 00시
울산,0,2020년 07월 15일 00시
대전,3,2020년 07월 15일 00시
광주,1,2020년 07월 15일 00시
인천,1,2020년 07월 15일 00시
대구,0,2020년 07월 15일 00시
부산,0,2020년 07월 15일 00시
서울,6,2020년 07월 15일 00시
합계,39,2020년 07월 15일 00시
검역,12,2020년 07월 14일 00시
제주,0,2020년 07월 14일 00시
경남,0,2020년 07월 14일 00시
경북,0,2020년 07월 14일 00시
전남,0,2020년 07월 14일 00시
전북,2,2020년 07월 14일 00시
충남,0,2020년 07월 14일 00시
충북,1,2020년 07월 14일 00시
강원,0,2020년 07월 14일 00시
경기,9,2020년 07월 14일 00시
세종,0,2020년 07월 14일 00시
울산,0,2020년 07월 14일 00시
대전,1,2020년 07월 14일 00시
광주,1,2020년 07월 14일 00시
인천,0,2020년 07월 14일 00시
대구,0,2020년 07월 14일 00시
부산,0,2020년 07월 14일 00시
서울,7,2020년 07월 14일 00시
합계,33,2020년 07월 14일 00시
검역,18,2020년 07월 13일 00시
제주,0,2020년 07월 13일 00시
경남,2,2020년 07월 13일 00시
경북,0,2020년 07월 13일 00시
전남,0,2020년 07월 13일 00시
전북,0,2020년 07월 13일 00시
충남,4,2020년 07월 13일 00시
충북,1,2020년 07월 13일 00시
강원,2,2020년 07월 13일 00시
경기,11,2020년 07월 13일 00시
세종,0,2020년 07월 13일 00시
울산,0,2020년 07월 13일 00시
대전,0,2020년 07월 13일 00시
광주,7,2020년 07월 13일 00시
인천,3,2020년 07월 13일 00시
대구,1,2020년 07월 13일 00시
부산,0,2020년 07월 13일 00시
서울,13,2020년 07월 13일 00시
합계,62,2020년 07월 13일 00시
검역,12,2020년 07월 12일 00시
제주,0,2020년 07월 12일 00시
경남,1,2020년 07월 12일 00시
경북,0,2020년 07월 12일 00시
전남,0,2020년 07월 12일 00시
전북,1,2020년 07월 12일 00시
충남,0,2020년 07월 12일 00시
충북,0,2020년 07월 12일 00시
강원,0,2020년 07월 12일 00시
경기,17,2020년 07월 12일 00시
세종,0,2020년 07월 12일 00시
울산,0,2020년 07월 12일 00시
대전,1,2020년 07월 12일 00시
광주,5,2020년 07월 12일 00시
인천,0,2020년 07월 12일 00시
대구,0,2020년 07월 12일 00시
부산,0,2020년 07월 12일 00시
서울,7,2020년 07월 12일 00시
합계,44,2020년 07월 12일 00시
검역,8,2020년 07월 11일 00시
제주,0,2020년 07월 11일 00시
경남,0,2020년 07월 11일 00시
경북,0,2020년 07월 11일 00시
전남,0,2020년 07월 11일 00시
전북,2,2020년 07월 11일 00시
충남,1,2020년 07월 11일 00시
충북,0,2020년 07월 11일 00시
강원,0,2020년 07월 11일 00시
경기,4,2020년 07월 11일 00시
세종,0,2020년 07월 11일 00시
울산,0,2020년 07월 11일 00시
대전,2,2020년 07월 11일 00시
광주,9,2020년 07월 11일 00시
인천,1,2020년 07월 11일 00시
대구,0,2020년 07월 11일 00시
부산,0,2020년 07월 11일 00시
서울,8,2020년 07월 11일 00시
합계,35,2020년 07월 11일 00시
검역,4,2020년 07월 10일 00시
제주,0,2020년 07월 10일 00시
경남,3,2020년 07월 10일 00시
경북,0,2020년 07월 10일 00시
전남,3,2020년 07월 10일 00시
전북,0,2020년 07월 10일 00시
충남,0,2020년 07월 10일 00시
충북,2,2020년 07월 10일 00시
강원,0,2020년 07월 10일 00시
경기,14,2020년 07월 10일 00시
세종,0,2020년 07월 10일 00시
울산,0,2020년 07월 10일 00시
대전,7,2020년 07월 10일 00시
광주,3,2020년 07월 10일 00시
인천,1,2020년 07월 10일 00시
대구,0,2020년 07월 10일 00시
부산,0,2020년 07월 10일 00시
서울,8,2020년 07월 10일 00시
합계,45,2020년 07월 10일 00시
검역,5,2020년 07월 09일 00시
제주,0,2020년 07월 09일 00시
경남,2,2020년 07월 09일 00시
경북,0,2020년 07월 09일 00시
전남,1,2020년 07월 09일 00시
전북,1,2020년 07월 09일 00시
충남,1,2020년 07월 09일 00시
충북,0,2020년 07월 09일 00시
강원,0,2020년 07월 09일 00시
경기,8,2020년 07월 09일 00시
세종,0,2020년 07월 09일 00시
울산,0,2020년 07월 09일 00시
대전,6,2020년 07월 09일 00시
광주,15,2020년 07월 09일 00시
인천,3,2020년 07월 09일 00시
대구,0,2020년 07월 09일 00시
부산,0,2020년 07월 09일 00시
서울,8,2020년 07월 09일 00시
합계,50,2020년 07월 09일 00시
검역,11,2020년 07월 08일 00시
제주,0,2020년 07월 08일 00시
경남,2,2020년 07월 08일 00시
경북,1,2020년 07월 08일 00시
전남,1,2020년 07월 08일 00시
전북,2,2020년 07월 08일 00시
충남,6,2020년 07월 08일 00시
충북,0,2020년 07월 08일 00시
강원,0,2020년 07월 08일 00시
경기,18,2020년 07월 08일 00시
세종,0,2020년 07월 08일 00시
울산,0,2020년 07월 08일 00시
대전,2,2020년 07월 08일 00시
광주,8,2020년 07월 08일 00시
인천,1,2020년 07월 08일 00시
대구,1,2020년 07월 08일 00시
부산,0,2020년 07월 08일 00시
서울,10,2020년 07월 08일 00시
합계,63,2020년 07월 08일 00시
검역,16,2020년 07월 07일 00시
제주,0,2020년 07월 07일 00시
경남,0,2020년 07월 07일 00시
경북,0,2020년 07월 07일 00시
전남,0,2020년 07월 07일 00시
전북,1,2020년 07월 07일 00시
충남,0,2020년 07월 07일 00시
충북,0,2020년 07월 07일 00시
강원,0,2020년 07월 07일 00시
경기,13,2020년 07월 07일 00시
세종,0,2020년 07월 07일 00시
울산,0,2020년 07월 07일 00시
대전,2,2020년 07월 07일 00시
광주,6,2020년 07월 07일 00시
인천,2,2020년 07월 07일 00시
대구,1,2020년 07월 07일 00시
부산,0,2020년 07월 07일 00시
서울,3,2020년 07월 07일 00시
합계,44,2020년 07월 07일 00시
검역,15,2020년 07월 06일 00시
제주,0,2020년 07월 06일 00시
경남,1,2020년 07월 06일 00시
경북,1,2020년 07월 06일 00시
전남,2,2020년 07월 06일 00시
전북,0,2020년 07월 06일 00시
충남,1,2020년 07월 06일 00시
충북,0,2020년 07월 06일 00시
강원,1,2020년 07월 06일 00시
경기,6,2020년 07월 06일 00시
세종,0,2020년 07월 06일 00시
울산,0,2020년 07월 06일 00시
대전,2,2020년 07월 06일 00시
광주,7,2020년 07월 06일 00시
인천,6,2020년 07월 06일 00시
대구,2,2020년 07월 06일 00시
부산,1,2020년 07월 06일 00시
서울,3,2020년 07월 06일 00시
합계,48,2020년 07월 06일 00시
검역,9,2020년 07월 05일 00시
제주,1,2020년 07월 05일 00시
경남,0,2020년 07월 05일 00시
경북,1,2020년 07월 05일 00시
전남,0,2020년 07월 05일 00시
전북,1,2020년 07월 05일 00시
충남,0,2020년 07월 05일 00시
충북,0,2020년 07월 05일 00시
강원,1,2020년 07월 05일 00시
경기,8,2020년 07월 05일 00시
세종,0,2020년 07월 05일 00시
울산,0,2020년 07월 05일 00시
대전,8,2020년 07월 05일 00시
광주,16,2020년 07월 05일 00시
인천,0,2020년 07월 05일 00시
대구,0,2020년 07월 05일 00시
부산,0,2020년 07월 05일 00시
서울,16,2020년 07월 05일 00시
합계,61,2020년 07월 05일 00시
검역,18,2020년 07월 04일 00시
제주,0,2020년 07월 04일 00시
경남,1,2020년 07월 04일 00시
경북,1,2020년 07월 04일 00시
전남,0,2020년 07월 04일 00시
전북,0,2020년 07월 04일 00시
충남,0,2020년 07월 04일 00시
충북,2,2020년 07월 04일 00시
강원,0,2020년 07월 04일 00시
경기,19,2020년 07월 04일 00시
세종,0,2020년 07월 04일 00시
울산,0,2020년 07월 04일 00시
대전,3,2020년 07월 04일 00시
광주,8,2020년 07월 04일 00시
인천,2,2020년 07월 04일 00시
대구,1,2020년 07월 04일 00시
부산,1,2020년 07월 04일 00시
서울,7,2020년 07월 04일 00시
합계,63,2020년 07월 04일 00시
검역,4,2020년 07월 03일 00시
제주,0,2020년 07월 03일 00시
경남,2,2020년 07월 03일 00시
경북,1,2020년 07월 03일 00시
전남,0,2020년 07월 03일 00시
전북,1,2020년 07월 03일 00시
충남,1,2020년 07월 03일 00시
충북,0,2020년 07월 03일 00시
강원,0,2020년 07월 03일 00시
경기,18,2020년 07월 03일 00시
세종,0,2020년 07월 03일 00시
울산,0,2020년 07월 03일 00시
대전,4,2020년 07월 03일 00시
광주,6,2020년 07월 03일 00시
인천,1,2020년 07월 03일 00시
대구,13,2020년 07월 03일 00시
부산,0,2020년 07월 03일 00시
서울,12,2020년 07월 03일 00시
합계,63,2020년 07월 03일 00시
검역,2,2020년 07월 02일 00시
제주,0,2020년 07월 02일 00시
경남,0,2020년 07월 02일 00시
경북,0,2020년 07월 02일 00시
전남,0,2020년 07월 02일 00시
전북,0,2020년 07월 02일 00시
충남,3,2020년 07월 02일 00시
충북,0,2020년 07월 02일 00시
강원,0,2020년 07월 02일 00시
경기,10,2020년 07월 02일 00시
세종,0,2020년 07월 02일 00시
울산,0,2020년 07월 02일 00시
대전,1,2020년 07월 02일 00시
광주,22,2020년 07월 02일 00시
인천,0,2020년 07월 02일 00시
대구,3,2020년 07월 02일 00시
부산,0,2020년 07월 02일 00시
서울,13,2020년 07월 02일 00시
합계,54,2020년 07월 02일 00시
검역,5,2020년 07월 01일 00시
제주,0,2020년 07월 01일 00시
경남,0,2020년 07월 01일 00시
경북,0,2020년 07월 01일 00시
전남,1,2020년 07월 01일 00시
전북,0,2020년 07월 01일 00시
충남,1,2020년 07월 01일 00시
충북,0,2020년 07월 01일 00시
강원,0,2020년 07월 01일 00시
경기,16,2020년 07월 01일 00시
세종,0,2020년 07월 01일 00시
울산,0,2020년 07월 01일 00시
대전,4,2020년 07월 01일 00시
광주,12,2020년 07월 01일 00시
인천,2,2020년 07월 01일 00시
대구,1,2020년 07월 01일 00시
부산,0,2020년 07월 01일 00시
서울,9,2020년 07월 01일 00시
합계,51,2020년 07월 01일 00시
검역,13,2020년 06월 30일 00시
제주,0,2020년 06월 30일 00시
경남,0,2020년 06월 30일 00시
경북,1,2020년 06월 30일 00시
전남,0,2020년 06월 30일 00시
전북,0,2020년 06월 30일 00시
충남,0,2020년 06월 30일 00시
충북,1,2020년 06월 30일 00시
강원,1,2020년 06월 30일 00시
경기,7,2020년 06월 30일 00시
세종,1,2020년 06월 30일 00시
울산,0,2020년 06월 30일 00시
대전,5,2020년 06월 30일 00시
광주,3,2020년 06월 30일 00시
인천,3,2020년 06월 30일 00시
대구,0,2020년 06월 30일 00시
부산,1,2020년 06월 30일 00시
서울,7,2020년 06월 30일 00시
합계,43,2020년 06월 30일 00시
검역,5,2020년 06월 29일 00시
제주,0,2020년 06월 29일 00시
경남,1,2020년 06월 29일 00시
경북,1,2020년 06월 29일 00시
전남,1,2020년 06월 29일 00시
전북,1,2020년 06월 29일 00시
충남,0,2020년 06월 29일 00시
충북,0,2020년 06월 29일 00시
강원,0,2020년 06월 29일 00시
경기,16,2020년 06월 29일 00시
세종,0,2020년 06월 29일 00시
울산,0,2020년 06월 29일 00시
대전,2,2020년 06월 29일 00시
광주,4,2020년 06월 29일 00시
인천,1,2020년 06월 29일 00시
대구,2,2020년 06월 29일 00시
부산,1,2020년 06월 29일 00시
서울,7,2020년 06월 29일 00시
합계,42,2020년 06월 29일 00시
검역,16,2020년 06월 28일 00시
제주,0,2020년 06월 28일 00시
경남,0,2020년 06월 28일 00시
경북,0,2020년 06월 28일 00시
전남,3,2020년 06월 28일 00시
전북,0,2020년 06월 28일 00시
충남,1,2020년 06월 28일 00시
충북,1,2020년 06월 28일 00시
강원,0,2020년 06월 28일 00시
경기,17,2020년 06월 28일 00시
세종,0,2020년 06월 28일 00시
울산,0,2020년 06월 28일 00시
대전,6,2020년 06월 28일 00시
광주,4,2020년 06월 28일 00시
인천,0,2020년 06월 28일 00시
대구,0,2020년 06월 28일 00시
부산,0,2020년 06월 28일 00시
서울,14,2020년 06월 28일 00시
합계,62,2020년 06월 28일 00시
검역,11,2020년 6월 27일 00시
제주,0,2020년 6월 27일 00시
경남,0,2020년 6월 27일 00시
경북,0,2020년 6월 27일 00시
전남,0,2020년 6월 27일 00시
전북,1,2020년 6월 27일 00시
충남,0,2020년 6월 27일 00시
충북,1,2020년 6월 27일 00시
강원,0,2020년 6월 27일 00시
경기,17,2020년 6월 27일 00시
세종,0,2020년 6월 27일 00시
울산,0,2020년 6월 27일 00시
대전,2,2020년 6월 27일 00시
광주,0,2020년 6월 27일 00시
인천,1,2020년 6월 27일 00시
대구,1,2020년 6월 27일 00시
부산,0,2020년 6월 27일 00시
서울,17,2020년 6월 27일 00시
합계,51,2020년 6월 27일 00시
검역,11,2020년 6월 27일 00시
제주,0,2020년 6월 27일 00시
경남,0,2020년 6월 27일 00시
경북,0,2020년 6월 27일 00시
전남,0,2020년 6월 27일 00시
전북,1,2020년 6월 27일 00시
충남,0,2020년 6월 27일 00시
충북,1,2020년 6월 27일 00시
강원,0,2020년 6월 27일 00시
경기,17,2020년 6월 27일 00시
세종,0,2020년 6월 27일 00시
울산,0,2020년 6월 27일 00시
대전,2,2020년 6월 27일 00시
광주,0,2020년 6월 27일 00시
인천,1,2020년 6월 27일 00시
대구,1,2020년 6월 27일 00시
부산,0,2020년 6월 27일 00시
서울,17,2020년 6월 27일 00시
합계,51,2020년 6월 27일 00시
검역,7,2020년 06월 26일 00시
제주,0,2020년 06월 26일 00시
경남,0,2020년 06월 26일 00시
경북,1,2020년 06월 26일 00시
전남,0,2020년 06월 26일 00시
전북,0,2020년 06월 26일 00시
충남,3,2020년 06월 26일 00시
충북,0,2020년 06월 26일 00시
강원,1,2020년 06월 26일 00시
경기,4,2020년 06월 26일 00시
세종,0,2020년 06월 26일 00시
울산,0,2020년 06월 26일 00시
대전,4,2020년 06월 26일 00시
광주,0,2020년 06월 26일 00시
인천,2,2020년 06월 26일 00시
대구,0,2020년 06월 26일 00시
부산,0,2020년 06월 26일 00시
서울,17,2020년 06월 26일 00시
합계,39,2020년 06월 26일 00시
검역,4,2020년 06월 25일 00시
제주,0,2020년 06월 25일 00시
경남,0,2020년 06월 25일 00시
경북,0,2020년 06월 25일 00시
전남,0,2020년 06월 25일 00시
전북,0,2020년 06월 25일 00시
충남,1,2020년 06월 25일 00시
충북,0,2020년 06월 25일 00시
강원,0,2020년 06월 25일 00시
경기,9,2020년 06월 25일 00시
세종,0,2020년 06월 25일 00시
울산,0,2020년 06월 25일 00시
대전,4,2020년 06월 25일 00시
광주,0,2020년 06월 25일 00시
인천,1,2020년 06월 25일 00시
대구,0,2020년 06월 25일 00시
부산,0,2020년 06월 25일 00시
서울,9,2020년 06월 25일 00시
합계,28,2020년 06월 25일 00시
검역,12,2020년 06월 24일 00시
제주,0,2020년 06월 24일 00시
경남,0,2020년 06월 24일 00시
경북,1,2020년 06월 24일 00시
전남,0,2020년 06월 24일 00시
전북,1,2020년 06월 24일 00시
충남,1,2020년 06월 24일 00시
충북,0,2020년 06월 24일 00시
강원,1,2020년 06월 24일 00시
경기,7,2020년 06월 24일 00시
세종,0,2020년 06월 24일 00시
울산,2,2020년 06월 24일 00시
대전,8,2020년 06월 24일 00시
광주,0,2020년 06월 24일 00시
인천,3,2020년 06월 24일 00시
대구,2,2020년 06월 24일 00시
부산,2,2020년 06월 24일 00시
서울,11,2020년 06월 24일 00시
합계,51,2020년 06월 24일 00시
검역,26,2020년 06월 23일 00시
제주,0,2020년 06월 23일 00시
경남,0,2020년 06월 23일 00시
경북,0,2020년 06월 23일 00시
전남,0,2020년 06월 23일 00시
전북,0,2020년 06월 23일 00시
충남,0,2020년 06월 23일 00시
충북,1,2020년 06월 23일 00시
강원,0,2020년 06월 23일 00시
경기,7,2020년 06월 23일 00시
세종,0,2020년 06월 23일 00시
울산,0,2020년 06월 23일 00시
대전,4,2020년 06월 23일 00시
광주,0,2020년 06월 23일 00시
인천,1,2020년 06월 23일 00시
대구,1,2020년 06월 23일 00시
부산,0,2020년 06월 23일 00시
서울,6,2020년 06월 23일 00시
합계,46,2020년 06월 23일 00시
검역,0,2020년 06월 22일 00시
제주,0,2020년 06월 22일 00시
경남,0,2020년 06월 22일 00시
경북,1,2020년 06월 22일 00시
전남,0,2020년 06월 22일 00시
전북,1,2020년 06월 22일 00시
충남,2,2020년 06월 22일 00시
충북,0,2020년 06월 22일 00시
강원,0,2020년 06월 22일 00시
경기,6,2020년 06월 22일 00시
세종,0,2020년 06월 22일 00시
울산,0,2020년 06월 22일 00시
대전,0,2020년 06월 22일 00시
광주,0,2020년 06월 22일 00시
인천,1,2020년 06월 22일 00시
대구,1,2020년 06월 22일 00시
부산,0,2020년 06월 22일 00시
서울,5,2020년 06월 22일 00시
합계,17,2020년 06월 22일 00시
검역,4,2020년 6월 21일 00시
제주,0,2020년 6월 21일 00시
경남,1,2020년 6월 21일 00시
경북,0,2020년 6월 21일 00시
전남,0,2020년 6월 21일 00시
전북,0,2020년 6월 21일 00시
충남,1,2020년 6월 21일 00시
충북,0,2020년 6월 21일 00시
강원,2,2020년 6월 21일 00시
경기,10,2020년 6월 21일 00시
세종,1,2020년 6월 21일 00시
울산,0,2020년 6월 21일 00시
대전,10,2020년 6월 21일 00시
광주,1,2020년 6월 21일 00시
인천,0,2020년 6월 21일 00시
대구,1,2020년 6월 21일 00시
부산,0,2020년 6월 21일 00시
서울,17,2020년 6월 21일 00시
합계,48,2020년 6월 21일 00시
검역,18,2020년 06월 20일 00시
제주,0,2020년 06월 20일 00시
경남,0,2020년 06월 20일 00시
경북,1,2020년 06월 20일 00시
전남,0,2020년 06월 20일 00시
전북,1,2020년 06월 20일 00시
충남,2,2020년 06월 20일 00시
충북,0,2020년 06월 20일 00시
강원,0,2020년 06월 20일 00시
경기,17,2020년 06월 20일 00시
세종,0,2020년 06월 20일 00시
울산,0,2020년 06월 20일 00시
대전,5,2020년 06월 20일 00시
광주,0,2020년 06월 20일 00시
인천,5,2020년 06월 20일 00시
대구,2,2020년 06월 20일 00시
부산,2,2020년 06월 20일 00시
서울,14,2020년 06월 20일 00시
합계,67,2020년 06월 20일 00시
검역,11,2020년 06월 19일 00시
제주,3,2020년 06월 19일 00시
경남,0,2020년 06월 19일 00시
경북,0,2020년 06월 19일 00시
전남,0,2020년 06월 19일 00시
전북,0,2020년 06월 19일 00시
충남,0,2020년 06월 19일 00시
충북,0,2020년 06월 19일 00시
강원,0,2020년 06월 19일 00시
경기,11,2020년 06월 19일 00시
세종,0,2020년 06월 19일 00시
울산,0,2020년 06월 19일 00시
대전,6,2020년 06월 19일 00시
광주,0,2020년 06월 19일 00시
인천,0,2020년 06월 19일 00시
대구,0,2020년 06월 19일 00시
부산,0,2020년 06월 19일 00시
서울,18,2020년 06월 19일 00시
합계,49,2020년 06월 19일 00시
검역,4,2020년 06월 18일 00시
제주,0,2020년 06월 18일 00시
경남,0,2020년 06월 18일 00시
경북,0,2020년 06월 18일 00시
전남,0,2020년 06월 18일 00시
전북,1,2020년 06월 18일 00시
충남,3,2020년 06월 18일 00시
충북,0,2020년 06월 18일 00시
강원,0,2020년 06월 18일 00시
경기,16,2020년 06월 18일 00시
세종,1,2020년 06월 18일 00시
울산,0,2020년 06월 18일 00시
대전,7,2020년 06월 18일 00시
광주,0,2020년 06월 18일 00시
인천,1,2020년 06월 18일 00시
대구,1,2020년 06월 18일 00시
부산,0,2020년 06월 18일 00시
서울,25,2020년 06월 18일 00시
합계,59,2020년 06월 18일 00시
검역,7,2020년 06월 17일 00시
제주,1,2020년 06월 17일 00시
경남,0,2020년 06월 17일 00시
경북,0,2020년 06월 17일 00시
전남,0,2020년 06월 17일 00시
전북,0,2020년 06월 17일 00시
충남,1,2020년 06월 17일 00시
충북,0,2020년 06월 17일 00시
강원,0,2020년 06월 17일 00시
경기,13,2020년 06월 17일 00시
세종,0,2020년 06월 17일 00시
울산,0,2020년 06월 17일 00시
대전,5,2020년 06월 17일 00시
광주,0,2020년 06월 17일 00시
인천,2,2020년 06월 17일 00시
대구,1,2020년 06월 17일 00시
부산,0,2020년 06월 17일 00시
서울,13,2020년 06월 17일 00시
합계,43,2020년 06월 17일 00시
검역,9,2020년 06월 16일 00시
제주,0,2020년 06월 16일 00시
경남,2,2020년 06월 16일 00시
경북,0,2020년 06월 16일 00시
전남,0,2020년 06월 16일 00시
전북,0,2020년 06월 16일 00시
충남,0,2020년 06월 16일 00시
충북,0,2020년 06월 16일 00시
강원,0,2020년 06월 16일 00시
경기,5,2020년 06월 16일 00시
세종,0,2020년 06월 16일 00시
울산,0,2020년 06월 16일 00시
대전,3,2020년 06월 16일 00시
광주,0,2020년 06월 16일 00시
